GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Per capita income in the past 12 months (in 2016 inflation-adjusted dollars),Margin of Error; Per capita income in the past 12 months (in 2016 inflation-adjusted dollars)
0400000US09,09,Connecticut,41752,1268
0500000US09001,09001,"Fairfield County, Connecticut",53838,2960
0500000US09003,09003,"Hartford County, Connecticut",38344,1787
0500000US09005,09005,"Litchfield County, Connecticut",29041,3978
0500000US09007,09007,"Middlesex County, Connecticut",37515,5491
0500000US09009,09009,"New Haven County, Connecticut",35794,2332
0500000US09011,09011,"New London County, Connecticut",36075,3513
0500000US09013,09013,"Tolland County, Connecticut",30769,4184
0500000US09015,09015,"Windham County, Connecticut",23656,6337
